member_id,password,name,identification_number,birth_date,gender,phone_number,email,point,fraud_count
3b2cec44-019c-4,A_^2P$xarc,김혜진,9608091983423,1996-08-09,M,051-295-8348,hyejingang@example.net,964,0
25c66182-28b6-4,&m5Qwb+SN%,황지영,9908241334539,1999-08-24,F,044-528-1954,gimyeonghyi@example.org,152,0
a52e50b7-8b4f-4,Vny*0AivjO,김지후,9902261633993,1999-02-26,F,041-109-4394,mi@example.org,887,1
a8cc50c1-9a00-4,u)G4^^I57q,양수빈,0103163491143,2001-03-16,M,011-545-4304,gangjinu@example.net,55,0
35e95fab-7ac2-4,@3kO7QlxJi,백명자,9206031744764,1992-06-03,M,062-343-0743,eungyeongi@example.com,692,1
8e4085b6-6e75-4,ojn7xFmHp(,허상훈,9409121891565,1994-09-12,M,017-717-2979,yangujin@example.net,547,0
01b07cae-4486-4,!5*TE1!ftD,박현정,9703201799685,1997-03-20,F,031-635-4072,gimseohyeon@example.net,546,0
06405fd7-1600-4,oHO2kRj(^1,심정훈,9803221212140,1998-03-22,M,044-440-5832,dji@example.net,670,0
aea58b5d-cd6b-4,_ELni4F_u8,박유진,9509121685189,1995-09-12,F,042-675-1119,jeongsiggim@example.org,25,0
983d997c-6564-4,)t(8(cVbE!,황정희,8904181606698,1989-04-18,M,032-022-6472,dji@example.net,107,0
c6766c92-fb66-4,pC2fk)BnG&,김은경,0502283568437,2005-02-28,F,051-945-2649,miyeong37@example.com,176,0
280039a1-4a48-4,w^^3bTEzbk,김옥자,9311211994887,1993-11-21,F,062-406-8764,jiyeong00@example.org,100,0
367b2404-4ad7-4,P#2U$z0cTO,김지우,9712011557284,1997-12-01,M,017-960-8522,ygang@example.com,64,0
58e1d964-0662-4,D+6rI*d#(I,홍수민,0408063748229,2004-08-06,M,052-596-8758,jeongsig28@example.com,692,0
23b75ade-a1f7-4,s820iNc3y^,이민석,0404173270185,2004-04-17,F,051-833-0036,gimeungyeong@example.org,437,0
4702cb4c-1cfb-4,DGP&5GXu9S,이현주,9906081167998,1999-06-08,M,055-045-7816,jeongsig80@example.com,990,0
dde62875-ff59-4,KXw#9HTs5Y,정미영,9310201974058,1993-10-20,F,044-404-6651,gimhayun@example.net,121,0
23d10d08-f9a3-4,71YTVk%3)7,김보람,9311271841950,1993-11-27,M,054-814-1270,ihwang@example.net,810,0
dcb87c61-4335-4,!25Zd$@WhA,이민준,9905221257365,1999-05-22,M,062-820-9790,hyeonji24@example.com,381,0
829f2c8d-50b1-4,!9avYy5vuj,양예준,8906191737699,1989-06-19,F,011-167-8327,dgim@example.net,440,3
721639a5-dead-4,Uz8XyHQQ*8,박옥자,8707161327030,1987-07-16,F,016-093-7323,hsong@example.org,867,1
3a39d552-84ac-4,lD9M^H!xF%,손정자,9301061128311,1993-01-06,F,051-351-0033,ijia@example.com,193,0
cd747ef5-8dfb-4,9J3wKIa1_+,김민재,9709011262165,1997-09-01,M,064-792-0663,xi@example.net,691,0
044be576-bb96-4,_B$6Gr)Oj0,이보람,8908021113811,1989-08-02,M,043-049-3151,zgu@example.net,633,0
fa19393f-279c-4,v^5^kDrvMC,정영희,9102011247982,1991-02-01,F,053-607-7929,pi@example.org,673,0
2133f904-7249-4,RZD2OzpW!z,김영희,9005271999354,1990-05-27,M,031-033-9179,iyujin@example.org,959,0
469bab4e-1689-4,K*0nB_U2qu,강유진,9812211725332,1998-12-21,F,032-233-9340,ogjai@example.net,485,0
057d70ff-e76d-4,@gvc7LKcC5,전지은,0507023929041,2005-07-02,M,033-013-7208,jeongsuncoe@example.com,438,0
128edaa7-731c-4,F6(0eIj^%K,박우진,8401051341309,1984-01-05,F,033-220-2025,siu48@example.org,387,0
0e5401bd-efbb-4,w#72ExRe&&,손보람,0307223734157,2003-07-22,F,070-3147-5066,yejin33@example.org,339,1
6b6cca51-6054-4,(1LpKm4Fx9,이정호,9510281001997,1995-10-28,F,043-443-8251,hgim@example.org,200,0
55cb4960-ed27-4,+%GIG&hvQ9,이현지,8312281780430,1983-12-28,M,062-452-4906,gangjinu@example.net,852,0
be20aee9-3b9b-4,!cgTjgN5Y6,정서현,9306261840653,1993-06-26,M,063-271-0366,siu48@example.org,958,0
4281c54a-d637-4,U!IEj%0b(0,이순자,9004111091013,1990-04-11,F,033-360-9346,hsong@example.org,612,0
3fa36e33-5777-4,!4(l7SvYbz,이진우,0212043864327,2002-12-04,F,061-653-2371,ihwang@example.net,469,1
6abb17b4-bce4-4,*&90KGNavo,박정훈,0304193188215,2003-04-19,M,041-404-8958,zsong@example.net,74,0
fe40a4e0-b29a-4,#FcWHO*dI9,김현우,9712091643213,1997-12-09,M,062-593-5404,wcoe@example.net,317,0
7ee18dc1-6a1b-4,#KVqE#ASy2,박경숙,8905261012874,1989-05-26,M,016-183-6421,yeongsungim@example.net,85,0
aed34344-5de5-4,YG6O(Ct#+2,이미영,9602251398332,1996-02-25,F,064-710-1026,gimhayun@example.net,202,2
6a20bb86-e4d8-4,#!d5I5Pa6g,김하윤,9808281971568,1998-08-28,M,052-951-0227,miyeong37@example.com,1,0
1a383f2b-4df7-4,68F5Xtwf$V,김상철,9407211992926,1994-07-21,F,051-179-0174,iyun@example.com,736,3
e3f4a4f3-84ae-4,y0S!5gAmv0,박지원,8909181335397,1989-09-18,M,055-115-1309,li@example.net,793,0
4334bec3-763c-4,m*9I19amxX,오숙자,0207203708535,2002-07-20,M,016-709-1614,munjuweon@example.com,29,0
38b1c44d-2c11-4,#4ZUJqe+3!,김명숙,0106273718964,2001-06-27,M,051-118-1722,hno@example.net,230,0
9c18e7a6-3119-4,+kT4feb19g,이상철,9811011713749,1998-11-01,F,044-212-9758,ogsun78@example.org,963,0
c609016c-0f3d-4,%6Qm+wqW8A,김영진,8905011954109,1989-05-01,M,054-804-5508,munboram@example.org,922,0
0abc8447-b03f-4,25IL8kQI@1,이영식,9308021210441,1993-08-02,M,042-643-0642,seonghun81@example.net,841,0
ec0e7cba-5787-4,d0#WydGC^0,장정훈,8402081990559,1984-02-08,F,017-835-2625,hyeonji24@example.com,24,0
cd2f298c-20bf-4,82OyisLj@N,남준혁,9009271976490,1990-09-27,M,031-833-5883,rgim@example.net,364,1
08a58bf5-b5c3-4,a+5W@Btw^P,김상현,9506271526360,1995-06-27,M,055-899-2416,vi@example.org,274,0
1c6f6bb0-6c13-4,)7EzXb$Zi0,최선영,8810181342906,1988-10-18,F,032-843-5624,geonu39@example.com,253,0
b7e7f13a-192d-4,!NPq*fXC4s,박민재,9301021927923,1993-01-02,F,017-362-3934,jinu45@example.org,304,1
15359187-a263-4,Va&33ZeIKu,한은주,9811131818734,1998-11-13,F,064-774-9318,seunghyeono@example.com,34,0
78542210-f394-4,m2TOAHYC_q,박진호,9106191494345,1991-06-19,F,031-372-6574,ihyeonji@example.net,280,0
37c4cb42-f95f-4,5y%9DYlcI7,김수빈,9807161116323,1998-07-16,F,055-874-5543,fgang@example.org,881,1
d8f2719e-0271-4,e5@bZUqZ#a,김옥자,9606211877963,1996-06-21,F,032-688-1722,ijeongnam@example.net,869,0
3a053e38-a0ae-4,+JbnR8y1x1,류서연,8806041397491,1988-06-04,M,043-855-1985,mijeongbag@example.org,32,0
050a1a76-05a1-4,F14EomW*$@,고미영,9502221386581,1995-02-22,M,054-053-8690,hyeonji24@example.com,494,0
37e4f746-9c70-4,*ePcKHRBg4,하수진,9905241770488,1999-05-24,F,062-234-9187,ryudoyun@example.org,379,0
f948072b-685d-4,*79r5BSd(n,최진우,9710161283079,1997-10-16,M,018-230-5642,seoyun34@example.com,983,0
4a5dacb9-e931-4,*$8536dwAK,김지아,8904191304165,1989-04-19,F,019-507-1989,jeongsiggim@example.org,353,0
9a718cd4-5816-4,(6Yl#3lk7n,이명숙,9703191672623,1997-03-19,M,051-657-2202,dhong@example.org,382,0
5ad2ef7c-2187-4,9bW3md_K%0,이지은,9608271715492,1996-08-27,F,054-209-3609,gwangsu02@example.com,37,2
0355691d-d985-4,e#1WltnE&k,김영순,9704171443171,1997-04-17,F,055-621-1131,ogjai@example.net,765,0
0b324008-8d2f-4,co5BGK_r)F,한진호,9406281248103,1994-06-28,M,02-3980-2661,ei@example.com,371,1
d425e854-aa69-4,ED0SctjPp!,한광수,9609281255343,1996-09-28,M,033-533-8782,iyeongsun@example.com,690,0
c6d278f3-5b5a-4,+@q3Gr@3N3,김예준,0307093464100,2003-07-09,M,032-561-4222,iyeongsun@example.com,233,0
ef7f73a7-7d6c-4,%zBt8F%_y1,이지영,9909011829942,1999-09-01,M,053-311-0218,hanhayun@example.org,598,0
dbbecd78-40e8-4,qy9N)ShwQ^,김민석,9908021794835,1999-08-02,M,063-574-0032,dji@example.net,819,0
e8b4d9a2-50aa-4,)0BQCrXjDe,배옥순,8804271322487,1988-04-27,F,053-472-2809,bagseongho@example.com,457,0
06c6a8ba-44e9-4,t7ROYu9&^6,김성현,9005071532772,1990-05-07,M,019-624-7131,jiyeongan@example.com,781,0
e21b6cdc-44c4-4,!#JpL7Wk_c,박은서,9207131435472,1992-07-13,F,055-320-1951,mgim@example.net,385,0
d2a534c2-8576-4,&cmWzd5qQ1,김정남,9708141390498,1997-08-14,M,033-113-3476,jeongnami@example.org,673,3
23beda4d-192f-4,^JjrNSj6*6,서경자,9908191069920,1999-08-19,M,010-4744-3914,seongho41@example.net,611,0
0262a54e-5ab3-4,L9@NgJIc+r,최현정,9705061104504,1997-05-06,F,019-964-8189,seongmingim@example.org,105,0
6857ae35-da5b-4,_Vt7Ttko)(,김정식,0007143533297,2000-07-14,F,016-743-9856,yunjia@example.com,321,3
46d81f93-6402-4,qOt6&Aq($w,이하은,8308181291479,1983-08-18,M,062-027-6730,coejeongsu@example.net,139,0
2a771025-7f67-4,^nyIs4Fz5^,김숙자,0505183385695,2005-05-18,M,010-1268-1173,ogsun78@example.org,896,0
6167ddd5-f74a-4,B!3TE2Vp0*,김윤서,9206161012244,1992-06-16,M,044-749-5506,seoyeono@example.org,822,0
3d3522a1-56d9-4,gbPfy1BaK@,김지훈,0104063558339,2001-04-06,M,054-300-6099,gimmijeong@example.org,865,1
e01889fb-3ad5-4,%*6#NyX2wd,김예은,9509221387526,1995-09-22,F,064-775-1456,jimin74@example.com,507,0
d90f9078-89ab-4,^+6cSNwpwd,김숙자,9904271786431,1999-04-27,F,02-7132-3199,isujin@example.org,810,0
826178fb-f44d-4,)SWFgyxmm2,류미숙,0007203451123,2000-07-20,F,016-222-5558,qgim@example.net,546,1
e9ba0e6c-26f5-4,Qsq9wLLz(R,김시우,0003023728720,2000-03-02,M,016-845-1216,geonu39@example.com,191,0
fde7a2b5-a78e-4,qlb2UDl)M+,서은서,8604201055745,1986-04-20,F,041-942-4173,wgim@example.com,330,0
f4eca668-ba1d-4,(Jnv@$Drl4,엄중수,9502101617959,1995-02-10,F,054-333-7997,ohayun@example.org,804,0
76d355b1-fdb1-4,^NZ^#Bark4,손미경,9807041102895,1998-07-04,M,042-814-6684,zgu@example.net,25,1
63aed16d-4cb0-4,_K)cBOx3T4,박지아,9202181146645,1992-02-18,F,052-549-7138,gwangsu02@example.com,60,0
71deeb1c-5515-4,jW5*1BwxLW,한성호,9404091565011,1994-04-09,M,053-725-9035,juweongim@example.org,320,0
8ee99b38-4df4-4,f%j0xOLy$b,이현우,9110271204949,1991-10-27,M,042-013-6863,siu48@example.org,670,0
8af1ad82-d29e-4,IRF!2iJjMg,김영수,0409263583329,2004-09-26,F,062-606-8350,hayunryu@example.net,902,0
6066fa83-6ca5-4,A(O0nqk^NI,이영숙,9307271214655,1993-07-27,F,061-546-8615,jiyeonggo@example.org,651,1
4f7023c9-09fb-4,b8+CPKRf^Z,서건우,9107111306251,1991-07-11,M,053-336-5955,jiagim@example.org,236,0
196e746d-f3ef-4,!$XrO3n4o6,박성수,0309053749077,2003-09-05,M,041-945-4844,yeongho02@example.net,665,0
443b363e-4e8d-4,+321Xgit60,박준서,9209281619937,1992-09-28,F,062-498-2874,ggo@example.net,560,0
fe2fde6e-0fc5-4,8a0GKjw)@6,박병철,8606181300496,1986-06-18,M,044-469-7245,bagseongho@example.com,224,0
b033999a-da49-4,W@0NrDCo+%,정지혜,9504211969822,1995-04-21,M,044-935-9726,xhan@example.net,758,0
424e8abe-1009-4,!F79fGAe+g,우지원,9004041903911,1990-04-04,M,02-2442-3338,jiweonbag@example.com,196,0
190c5881-d099-4,n8_Z*5Td*j,박현우,9104051356861,1991-04-05,F,019-582-9019,qgim@example.net,603,0
182459fa-e9c4-4,@0LShhv)10,윤지연,9802111618501,1998-02-11,M,011-474-9867,siu85@example.net,301,0
c3ba87e8-165d-4,750gtAVp+3,남수진,9405231021554,1994-05-23,M,044-748-9659,seojuni@example.com,464,0
adb1ce1d-f5cc-4,t_Y50Bv+l9,김진우,0211143331162,2002-11-14,F,017-481-5250,seoyeono@example.org,604,0
6ac4da88-0ad9-4,)HHkB#X%U1,김종수,9709151882010,1997-09-15,F,061-788-3923,lgim@example.net,157,0
e67c74b5-abf5-4,^B)0nZJlxu,박중수,9304111901884,1993-04-11,M,064-750-1804,qgim@example.net,266,1
a74a098b-f98d-4,8e2AtHTe@5,이종수,9106141160484,1991-06-14,F,054-385-2465,ei@example.com,622,0
91b9bc16-892e-4,O8I^8Yz99c,윤지민,9406161400721,1994-06-16,M,052-586-7449,wcoe@example.net,215,0
de3e05b1-3667-4,#8+JUoXe@2,김광수,9105081183384,1991-05-08,F,052-939-7361,jungsu82@example.net,301,0
21dafc7a-f3b1-4,eSL5HuFJ&d,고상철,0008243799633,2000-08-24,M,033-673-9866,dhong@example.org,722,0
5c0f69d4-97ef-4,7+I_zmL4@!,김정희,9504121243086,1995-04-12,F,010-3715-4465,seongyeonggil@example.net,553,0
f259b36d-04c7-4,YI7M*ftq^%,이광수,9406071241205,1994-06-07,M,019-449-3853,migyeongyun@example.net,132,0
4cbc138e-e83d-4,WZaJ6UCd*y,성중수,8511031811012,1985-11-03,F,041-170-6144,jeongja09@example.net,881,0
a1e78957-1b53-4,*2OQDyXw@W,고영식,9610101071399,1996-10-10,M,041-289-7734,yyun@example.org,825,0
332b3491-90f7-4,!9CQuwDsXJ,곽현정,9704061097449,1997-04-06,M,063-793-8145,ggo@example.net,933,3
af35036f-25ff-4,%6+DGfbTKw,박정수,9409201651218,1994-09-20,M,019-029-6684,jimin74@example.com,485,0
d55617d6-6cd5-4,1*C1kfYwcs,문상철,9903011904314,1999-03-01,F,017-101-9066,zsong@example.net,460,0
4959a5d6-3e14-4,&TP^g8ug8H,심영일,9408261349867,1994-08-26,F,017-153-0112,nyu@example.com,991,0
e429c420-efac-4,D)^64I!oc4,이상철,9608081986166,1996-08-08,M,02-0555-5452,gojihu@example.com,124,0
f8c8b4fb-50ec-4,+5P+AZLcCH,안민수,0312123930810,2003-12-12,F,044-064-5054,lo@example.com,365,0
46b2f505-99d7-4,&z5OqzEvwh,강서현,9504231356107,1995-04-23,F,019-767-3553,minji27@example.org,893,2
40b63bd8-2b1d-4,W$02Ng5nHk,김정훈,9605091694692,1996-05-09,M,055-239-4839,sujin84@example.org,17,0
77b0e89d-126b-4,%8^MCAfhl%,권수빈,0302063059587,2003-02-06,F,033-922-7179,eunjeong42@example.net,1000,0
c38df603-d625-4,S8E8tlfG)E,송민준,9504131058679,1995-04-13,F,019-631-7368,munboram@example.org,583,0
9a248996-deda-4,XmD9H!K0U+,심성수,8705271991242,1987-05-27,F,016-606-2159,jiweongim@example.org,263,0
cdceb043-6b93-4,Z(0XK0Nd^N,이혜진,9203211914646,1992-03-21,M,053-670-8895,seongho41@example.net,509,0
17d0c36a-340e-4,0@K6I1#vW!,고경숙,9104171430984,1991-04-17,M,016-647-3628,ijihu@example.net,416,0
b30c5b4e-9f8b-4,A#@4xaJgHl,이지연,0112253565963,2001-12-25,F,041-176-5717,bagjihye@example.net,964,0
65b6ec07-0aa0-4,(8&XUB)bNX,김정식,9201021198616,1992-01-02,F,031-111-0865,xgim@example.com,642,0
1706a63b-f79c-4,+&45Tviql1,양현우,9404111555255,1994-04-11,M,018-810-6005,bagjihye@example.net,260,0
96d4d914-4bd0-4,8q92EzXD)%,박수빈,9206261442696,1992-06-26,M,032-625-6938,lo@example.com,623,0
214fa3a5-ea6b-4,@_7no5dw9N,김수진,9202081472424,1992-02-08,M,042-726-4361,eungyeongi@example.com,9,0
1b209cda-1854-4,r+1MpGsAdZ,고종수,0104123517042,2001-04-12,F,070-1049-8467,jeongsig80@example.com,221,0
939d6d1b-20a2-4,1#V3XxX5@9,구우진,9504111114774,1995-04-11,F,061-550-8092,qgim@example.net,813,0
86f968c4-ecb4-4,zV5h9Wj1L+,김지아,9812121982112,1998-12-12,F,010-6337-1892,ihwang@example.net,278,0
cd58e67b-ab4b-4,fRu@2WiOW),이영길,9502281894827,1995-02-28,F,053-046-7545,ijia@example.com,901,0
68a3e976-a191-4,Q4o6WNw2)c,김은주,9904121445243,1999-04-12,M,017-759-1665,yangyeongmi@example.com,298,0
7e5e3a1a-11f6-4,c#F96URtQw,송미영,8807131571183,1988-07-13,M,054-763-8626,ogjai@example.net,468,0
ef5eff11-e264-4,H%F4G4&xuB,이영환,9904191540205,1999-04-19,F,051-014-0235,nbag@example.org,292,0
fc7cff6f-90e1-4,tZ9Afitu+I,홍도현,9911251945209,1999-11-25,F,032-086-5406,gojihu@example.com,167,0
72aaa637-6f43-4,@8^_NrDjiX,서영호,9401151716710,1994-01-15,F,070-9386-6680,iyun@example.com,688,0
11bd3be8-a610-4,*2E+3DIl#7,문민준,0012143342977,2000-12-14,M,062-624-3006,jeonghoi@example.net,663,0
e6da676a-de52-4,**@G@UYh8%,김지현,9706231684777,1997-06-23,F,043-517-4508,sujini@example.org,581,0
2b33c2dd-98ad-4,B%15jTFc2!,고지민,9905031111367,1999-05-03,M,064-772-7783,seongho41@example.net,911,0
c0e71faf-d943-4,#q+fDpBh7W,김혜진,8710151082268,1987-10-15,F,043-434-1555,isujin@example.org,170,0
fa3ee8a5-1368-4,rS+1l5sjY#,강옥순,9112111237621,1991-12-11,F,02-8386-8362,byeongceol29@example.org,163,0
e7362004-3705-4,S0bCVEeJ)f,전현정,9508041250144,1995-08-04,F,011-622-0620,ecoe@example.net,939,0
f04cfc74-4478-4,h@0Ux0gHue,최정식,9603191367804,1996-03-19,F,070-1225-3849,ryuhayun@example.org,583,1
1ac340ec-2ad8-4,&*R43Ye&*6,하서윤,9002101588644,1990-02-10,M,044-052-1190,seonghun81@example.net,459,0
57ed79d5-1d62-4,_81NE3Jg46,손지영,9212081470301,1992-12-08,M,042-760-0809,gyeonghyibag@example.net,343,2
eba66f7c-dd4c-4,&rlKEyT*p4,박하윤,9207051401147,1992-07-05,F,061-565-1050,gwangsu02@example.com,752,0
945220e8-f7f0-4,w#1Qz%c%)a,최지현,9503141454669,1995-03-14,F,02-7419-2075,donghyeonhwang@example.net,591,0
d3015217-4e8a-4,PY2BJGrh_B,이지원,0308143327421,2003-08-14,M,016-745-2502,gimjungsu@example.org,132,0
8f3c1130-91a6-4,$75AFBov!s,고정남,9505251441510,1995-05-25,M,044-325-5666,mgim@example.com,67,0
8d6de2d5-cc8b-4,x2ndkDh4#$,이수민,9710231580497,1997-10-23,F,033-895-9484,yeongsun85@example.org,918,2
b3b4fe49-2dc7-4,)DLn$4r_0x,김은지,9102061433952,1991-02-06,M,064-756-6574,yeonggilha@example.com,938,1
9206d5f4-6394-4,@5XgdNX&Zc,배성수,8901011310714,1989-01-01,M,042-071-1030,dgang@example.com,516,0
b907353b-230e-4,2aRRmjLk_),노지아,9806231623889,1998-06-23,M,052-136-5349,nyu@example.com,464,0
2e5b0fb5-f5aa-4,0bAv3W6c(m,배순자,9207071089969,1992-07-07,F,061-181-5441,zsong@example.net,965,0
2e146944-278c-4,^9n1heTfiq,홍지후,8603141988129,1986-03-14,M,018-335-3617,jihyeoncoe@example.org,323,0
c7521f1e-787e-4,*@)h0Nj894,김민지,9810061965966,1998-10-06,F,063-465-7161,gimbyeongceol@example.com,211,0
c4170584-637d-4,LZb7PcIr_$,박서현,8607141968371,1986-07-14,M,042-331-0430,gyeonghyibag@example.net,701,0
411384ca-b086-4,t71A^dRc@s,송은서,9911191780555,1999-11-19,F,016-277-5967,miyeong37@example.com,649,0
045134d7-f028-4,o781Tqe!$X,강동현,9412191498101,1994-12-19,F,033-555-3287,haeun91@example.org,847,0
84b98d13-4f5e-4,@A4PhNGm@7,강영호,9503091311930,1995-03-09,F,051-530-0875,mi@example.org,447,1
3cccd08e-d5ac-4,r&Ed_4Mp36,이동현,9405031890023,1994-05-03,M,032-980-8623,yeongsungim@example.net,435,0
372ae250-6f63-4,WN7AsthV*@,서종수,9903231995133,1999-03-23,F,061-278-8658,gimbyeongceol@example.com,798,0
df764fd3-6f98-4,iT2sfmBti*,김민석,9710031838727,1997-10-03,F,070-1443-2561,yeongsugim@example.net,255,0
e9e4d6da-ffe0-4,!4Ibim1H%4,진영호,9803041478063,1998-03-04,F,064-744-6448,jungsu82@example.net,844,0
99b5e059-b694-4,H#728HG5fc,이순자,9308191260808,1993-08-19,M,064-793-3070,kgim@example.org,547,0
bfd43b57-4794-4,$pp!k7LwMP,최성훈,9310121021813,1993-10-12,M,055-850-1433,ijeongnam@example.net,397,0
3635d5b4-4963-4,!56n^5AlRr,김선영,8306071163237,1983-06-07,F,032-778-1243,jeongunggim@example.org,306,0
0ca26fde-33fb-4,cX(7AYda$V,박성진,8806061446533,1988-06-06,M,061-881-8282,yunjia@example.com,423,0
7c37a2e4-236d-4,$Qkr15zef$,안선영,9711211264320,1997-11-21,F,02-4477-0502,li@example.net,680,1
ff408f2b-9e75-4,UL*PE0Pmx7,황혜진,9306221904372,1993-06-22,M,055-723-8240,gimujin@example.com,722,0
cf42ed58-bc1e-4,Pj7Zgw2j(*,장수진,9003181357638,1990-03-18,M,063-898-7780,gyeonghyibag@example.net,783,0
4343e5df-4bf2-4,Hk5Li9zjP+,우하윤,9403271789209,1994-03-27,M,010-2138-3328,hno@example.net,412,0
a5852f2a-eed8-4,k!77TedYAj,한하윤,9503021396370,1995-03-02,F,019-053-2754,qbag@example.net,539,0
1bdbc4b9-8748-4,lI1ZHwv&K&,이정희,9409041470570,1994-09-04,F,016-199-5331,jeongnami@example.org,140,0
6db005b3-1b6d-4,F)*97BptY+,김지연,9012051957501,1990-12-05,M,031-591-0156,sugja73@example.net,602,0
e820282f-6c32-4,9@^3HsxoH@,김지훈,9911241016431,1999-11-24,F,044-797-3003,juweongim@example.org,240,0
a2a0d98f-0913-4,$u9aXSK(%2,이승민,9606261786833,1996-06-26,F,019-847-3803,miyeonggim@example.net,845,1
9b9a7a19-8475-4,op0Q(nMFf*,성중수,9202161707303,1992-02-16,M,043-563-0953,gimjungsu@example.org,316,2
9d4b989a-49c9-4,@cKdS9Io!k,이정웅,9310171217966,1993-10-17,M,033-942-2227,ryuhayun@example.org,29,0
acc3ad7e-7d89-4,)E3gzUGh^+,최채원,9301031179113,1993-01-03,F,018-398-6884,zi@example.org,328,0
e6d9dcdc-59f2-4,D5KDdeqP*#,이은경,9605021989788,1996-05-02,F,032-282-0261,kcoe@example.net,660,0
06fd507e-a30a-4,#dOVTRA6e8,강옥자,9002221540400,1990-02-22,F,054-883-8344,gimmijeong@example.org,357,0
01cd93f8-5060-4,V94W4x%h+h,김은주,8401161952328,1984-01-16,M,018-328-2611,gimhyeonjun@example.org,836,0
aab9453f-f199-4,!3IaraY_g),홍춘자,9205221772342,1992-05-22,M,061-927-8592,jiweongim@example.org,676,0
4ff53593-19e5-4,s+4M7da_vS,최지후,9504051147750,1995-04-05,M,042-434-0426,xi@example.net,200,3
709e2e80-d1d8-4,_qq2Kozwjl,김정자,9106231300429,1991-06-23,M,051-558-7867,hno@example.net,448,0
5492c67a-52d0-4,o6pRdrBy*N,한경자,9705121916456,1997-05-12,F,042-318-4613,bagdohyeon@example.net,385,0
6dcced2e-b55e-4,PyqTp)uu%4,김영진,9806271538473,1998-06-27,M,052-731-2085,yunminji@example.net,45,1
53a0aead-a512-4,6+1Ogys1z_,신영자,9405281529974,1994-05-28,F,054-901-7707,gi@example.net,251,2
62c98e8c-03f9-4,2@b3A4LxBk,권은서,0501263284264,2005-01-26,F,042-014-0539,xgim@example.com,19,0
277ab478-3f14-4,pkI!i3Fs4+,홍영식,0012123195585,2000-12-12,M,02-8768-5917,jeongsig28@example.com,738,0
5ed3d500-45fd-4,!$(S0IkVJU,이현주,9612281834082,1996-12-28,F,016-262-6478,gimseoyeong@example.net,727,1
4f54a515-4792-4,m!4CgA8lwO,손민준,0109243394536,2001-09-24,F,055-102-4092,sugja73@example.net,877,0
80455c56-ecf9-4,)I0lZb#lS^,정은경,0009133556643,2000-09-13,M,010-4275-6149,hayunryu@example.net,993,0
997444c2-ea32-4,5#YGry+g^N,김현정,9705281157287,1997-05-28,M,010-2111-1215,jeongnami@example.org,262,0
e6d8340b-e47b-4,f6J0aPfa+H,안지아,0304063145805,2003-04-06,M,019-201-1063,zgim@example.net,157,0
78b36ade-68be-4,s7)C0vve(s,김지우,9706161193634,1997-06-16,M,051-813-3835,ugim@example.org,5,0
93dccf85-c0d7-4,q%$1Fr*m4X,주미정,9710271589450,1997-10-27,M,018-544-9361,ei@example.com,976,0
dd84e868-4068-4,@D6rOmEjIB,이유진,9410131377426,1994-10-13,M,016-722-2161,hyeonjunbag@example.com,222,1
9fbfc89f-fa4a-4,a&b81X^rhF,손민수,8904141114152,1989-04-14,F,018-901-3372,gimmijeong@example.org,117,0
30b20594-1958-4,RO^L6B*i8w,이지민,9402071123385,1994-02-07,M,062-528-2573,hyeonjunbag@example.com,538,1
86c7df17-8bb9-4,_j4NF5bHM6,유미경,9404221438341,1994-04-22,M,018-568-4005,yeongilim@example.org,922,0
550dcee2-1882-4,(wvL+yqXj7,서재현,9410231731950,1994-10-23,F,070-6364-5453,jeonghoi@example.net,679,0
5f51fe85-e51c-4,k3JSMemI@E,강옥자,9303071087985,1993-03-07,M,042-171-5636,yyun@example.org,411,0
3f67b36c-fc12-4,p@4NPQ*Okg,김지후,0012053958827,2000-12-05,M,054-262-2848,sujini@example.org,213,0
6bb335ba-845d-4,^Bt1xQrjMO,이민석,9508121796420,1995-08-12,F,044-318-0943,yeongho70@example.com,270,1
8f3e97c2-c93f-4,DfN7T59fi@,권경숙,9301031905876,1993-01-03,F,042-929-0930,seongmingim@example.org,798,0
7f822421-2cfc-4,_(FEYT6nZ9,박정남,0102073056458,2001-02-07,F,010-4711-2373,ijia@example.com,846,0
5f86c5a1-6d80-4,!87b(QNjA#,장중수,9003111215145,1990-03-11,F,041-666-7921,kgim@example.org,1000,0
05445c70-82e0-4,+0Ms9QusPj,김은서,8902281592684,1989-02-28,F,062-181-3934,lgim@example.net,366,0
1d6e50ed-ac61-4,hO#9HqkM&^,우은정,9803191013715,1998-03-19,M,018-616-4969,jeongsu58@example.org,260,1
c69f8aa6-61ab-4,$fEf8JgdlV,강성호,9608061638887,1996-08-06,M,017-048-1292,hno@example.net,496,0
15a1d80f-824c-4,75sMqpA5^9,성주원,9912051778598,1999-12-05,M,051-242-6574,pi@example.org,215,0
8fde0292-f753-4,#Nz9v_Xh((,김준호,9103031567698,1991-03-03,F,062-211-2076,jinu45@example.org,36,0
359ff6f1-b04f-4,J25h6_Wsl),류아름,0010113224292,2000-10-11,F,041-489-0079,ogjai@example.net,794,0
a50cf123-d4cb-4,$4HSuuus%6,이정식,9602201599389,1996-02-20,F,061-942-7926,gyun@example.org,328,0
ce42d776-b3f6-4,qm9hjQoY!N,문동현,9903191897816,1999-03-19,F,018-294-6976,kyun@example.org,299,0
b6516a82-1a41-4,Vie%)4LpbO,박영미,9406151956712,1994-06-15,F,011-280-7589,sujini@example.org,495,0
